abuses,pang-aabuso
abusing,inaabuso
abusive,abusado
abusively,may pang-aabuso
abut,makaratig
abutting,karatig
abuzz,humihiging
abysmal,hindi maarok
abyss,kailaliman
abyssal,ng malalim
Abyssinia,Etyopya
acacia,akasya
academe,akademya
academic,akademiko
academical,pang-akademya
academician,propesor
academics,akademya
academy,akademya
accede,sumang-ayon
acceded,pumayag
accelerate,magpabilis
accelerated,pinabilis
acceleration,pagpabibilis
accelerator,aselerador
accent,tuldik
accents,punto
accentuate,magpatingkad
accentuation,pagtutuldik
accept,tanggapin
acceptability,pagkatanggap
acceptable,katanggap-tanggap
acceptably,nakalulugod
acceptance,pagtanggap
acceptances,pagtanggap
accepted,tinanggap
accepting,pagtanggap
accepts,tumatanggap
access,daan
accessed,access
accesses,access
accessibility,pagkarating
accessing,pag-access
accession,pag-akyat
accessories,aksesorya
accessory,kasapakat
accidence,morpolohiya
accident,aksidente
accidental,aksidenteng
accidentally,nang hindi sinasadya
accidents,aksidente
acclaim,pumalakpak
acclamation,palakpakan
acclimatisation,pagkahirati sa klima
accolade,puri
accommodate,maglaman
accommodated,kaluwagan
accommodates,Tumatanggap ang
accommodating,matulungin
accommodation,tuluyan
accommodations,kaluwagan
accompanied,hatid
accompaniment,saliw
accompanist,tagasaliw
accompany,samahan
accompanying,sinasamahan
accomplice,kasapakat
accomplices,kasabwat
accomplish,ganapin
accomplished,tapos na
accomplishing,pagsasakatuparan
accomplishment,katuparan
accord,makasang-ayon
accordance,alinsunod
accordant,magkasundo
accorded,ibinibigay
according,ayon sa
accordingly,kaya
accordion,akurdyon
accost,magsimulang magsalita
accountability,pananagutan
accountable,maipaliwanag
accountant,kontador
accounted,alang
accredit,magbigay-kapangyarihan
accredited,pinaniwalaan
accretion,paghihilom
accrue,makakaipon
accrued,naipon
accrues,nakakaipon
accruing,nag-iipon
accueil,Simula
accumulate,maipon
accumulated,akumulado
accumulating,magtamo
accumulation,akumulasyon
accumulative,natitipon
accumulator,nagtitipon
accuracy,katumpakan
accurate,tumpak
accurately,tama
accursed,sinumpa
accurst,sinumpa
accusation,paratang
accusations,paratang
accusative,akusatibo
accusatory,nagsasakdal
accuse,akusahan
accused,akusado
accuser,akusador
accusing,akusasyon
accustom,mamihasa
accustomed,sanay
ace,alas
acerbic,nakayayamot
acerbity,asim
acetate,asetato
acetic,ng suka
acetylene,asetileno
ache,sakit
achievable,matamo
achieve,makamit
achieved,nakakamit
achievements,mga nagawa
achieving,pagkamit
achromatic,walang kulay
acid,asido
acidification,pag-aasido
acidify,mag-asido
acidity,kaasiman
acidly,patuya
acknowledge,magpasalamat
acknowledged,kinikilala
acknowledgement,pagpapasalamat
acknowledgements,Pasasalamat
acknowledges,Kinikilala
acknowledging,tinatanggap
acknowledgment,pagpapasalamat
acknowledgments,Pasasalamat
acme,rurok
acolyte,sakristan
acorn,ng bunga ng oak
acoustic,ng tunog
acoustics,akustika
acquaint,ipagbigay-alam
acquaintance,kakilala
acquaintances,mga kakilala
acquainted,hirati
acquiesce,hindi tumutol
acquiescence,pagpayag
acquiescent,pumapayag
acquire,magtamo
acquired,tinamo
acquirement,pagtatamo
acquirements,kaalaman
acquiring,pulot
acquisition,pagtatamo
acquisitive,ibig na magtamo
acquit,magpawalang-sala
acquited,absuweltado
acquittal,pagpapawalang-sala
acquittance,pagpapawalang-utang
acquitted,absuweltado
acreage,sukat sa mga akre
acrid,mapakla
acrimonious,masakit
acrimony,tulis
acrobat,sirkero
acrobatic,akrobatiko
acrobatics,akrobatika
acronyms,acronym
across,sa kabila
acrostic,akrostik
act,pagkilos
acted,kumilos
acting,kumikilos
action,aksyon
actions,mga aksyon
activate,buhayin
activated,aktibo
activating,gawing aktibo
activations,pagsasaaktibo
active,aktibo
actively,aktibong
activism,Aktibismo
activist,masugid na tao
activists,aktibista
activities,mga gawain
activity,aktibidad
actor,aktor
actors,aktor
actress,artistang babae
acts,gawang
actual,tunay
actualisation,actualization
actualise,matupad
actualities,mga katotohanan
actuality,katunayan
actually,talaga
actuary,aktuwaryo
actuate,magpakilos
actuating,nagpapakilos
actuelle,Kasalukuyang
acuity,katalinuhan
acumen,katalasan ng isip
acute,talamak
acutely,kakaunti
acuteness,talas
adage,kasabihan
adamant,matibay
adamantine,matigas
adapt,umangkop
adaptability,kaya sa pagbagay
adaptable,madaling ibagay
adaptation,pagbagay
adaptations,pakikibagay
adapted,hango
adapter,adaptor
adapting,adaptasyon
adaptive,bumagay
adaptors,adapters
add,magdagdag
added,idinagdag
addendum,adenda
adder,ang nagsasama
addict,taong sugapa
addicted,gumon
addiction,pagkagumon
addictive,nakakahumaling
addicts,adik
adding,pagdagdag ng
addition,dagdag
additional,karagdagang
additionally,Karagdagan
additions,mga karagdagan
additive,magkakasama
addle,bugok
addled,sira
addressed,sinalita
addressing,Pagtugon
adds,nagdadagdag
adduce,isangkalan
adept,sanay
adequacy,kasapatan
adequate,sapat
adequately,sapat
adhere,sumunod
adherence,malasakit
adherent,nakadikit
adherents,Mga Tagasuporta
is,ay
adhesion,pagdirikit
adhesive,malagkit
adhesiveness,lagkit
adhesives,Pandikit
adieu,paalam
adipose,mataba
adjacency,kalapitan
adjacent,katabi
adjective,pang-uri
adjectives,pang-uri
adjoin,makapiling
adjoining,karatig
adjourn,itindig
adjournment,pagpapaliban
adjudge,mapagkaisahan
adjudged,ipinasiyang
adjudicate,dinggin
adjudication,pagpapasiya
adjunct,dagdag
adjure,mag-utos
adjured,ibinilin
adjust,isaayos
adjustable,madaling iakma
adjusted,nababagay
adjusting,nag-aayos
adjustment,pag-aayos
adjusts,inaayos
adjutant,ayudante
administer,mangasiwa
administered,pinangangasiwaan
administering,nangangasiwang
administers,nangangasiwa
administrate,mamahala
administration,pangangasiwa
administrations,administrasyon
administrator,administrador
administrators,administrador
admirable,kahanga-hanga
admiration,paghanga
admire,humanga
admired,hinahangaan
admirer,tagahanga
admiring,hanga
admissible,matatanggap
admission,pagpasok
admit,umamin
admits,inamin
admittance,karapatang pumasok
admitted,admitido
admittedly,tinatanggap na
admix,ilahok
admixture,paghahalo
admonish,pagsabihan
admonished,Pinayuhan
admonishes,Pinapayuhan
admonition,pagpapaalaala
admonitory,nagbabala
ado,linggal
adolescence,pagbibinata
adolescent,nagbibinata
adolescents,kabataan
adopt,magpatibay
adopted,pinagtibay
adopter,adoptador
adopting,paghango
adoption,pag-aampon
adoptive,amahan
adopts,magpatibay
adorable,kaibig-ibig
adoration,pagsamba
adore,sambahin
adorn,magpaganda
adornment,paggagayak
adrift,natatangay ng agos
adroit,sanay
adroitness,sanay
adsorb,mag-adsorb
adulation,paglalangis
adult,may sapat na gulang
adulterate,maghalo
adulterated,adulterado
adulterating,binabantuan
adulteration,pagbabanto
adulterer,adultero
adulterous,may sala sa pakikiapid
adultery,pangangalunya
adulthood,karampatang gulang
adults,matatanda
adumbrate,gumawa ng dibuho
advance,sumulong
advancement,pagsulong
advances,paglago
advancing,pagsulong
advantage,kalamangan
advantageous,magaling
advantages,pakinabang
advent,pagdating
adventitious,hindi inaasahan
adventure,pakikipagsapalaran
adventures,pakikipagsapalaran
adventurous,malakas ang loob
adverb,pang-abay
adverbial,pang-abay
adverbs,pang-abay
adversaries,kalaban
adversary,kalaban
adverse,salungat
adversity,kahirapan
advert,sumangguni
advertise,mag-anunsiyo
advertisement,paanunsiyo
advertises,advertise
advice,payo
advices,payo
advisable,marapat
advise,pagpayuhan
advised,pinapayuhan
advisedly,kinusa
adviser,tagapayo
advisers,tagapayo
advises,nagpapayo
advising,pagpapayo
advisor,tagapayo
advocacy,pagtatanggol
advocate,tagataguyod
advocated,itinaguyod
advocates,tagapagtaguyod
advocating,nagtataguyod
adze,magdaras
aegis,pagtanggol
aeon,libu-libong taon
aerate,pahanginan
aeration,pagpapapasok ng sariwang hangin
aerial,sa himpapawid
aerobatics,magaling na pamimiloto
aerodrome,himpilan ng eruplano
aeronautics,eronautika
aeroplane,eruplano
aeroplanes,eroplano
aerosol,erosol
Aeschines,Esquines
aesop,Esopo
aesthete,esteto
afar,sa malayo
affability,pagkamagalang
affable,madaling lapitan
affair,kapakanan
affect,makakaapekto
affectation,pagkukunwari
affected,apektado
affecting,naaapektuhan
affection,pagmamahal
affectionate,magiliw
affectionately,magiliw
affections,pagmamahal
affective,maramdamin
affects,nakakaapekto
afferent,nagdadala
affianced,ipinakipagkasundong pakasal
affidavit,apidabit
affidavits,affidavit
affiliate,kaanib
affiliated,kaanib
affiliation,pagkakaugnay
affiliations,kaakibat
affinity,pagkakahawig
affirm,magpatibay
affirmation,paninindigan
affirmations,Pagpapatotoo
affirmative,sang-ayon
affirmed,apirmado
affirming,Pinatitibayan
affirms,papagtibayin
affix,panlapi
affixed,nakakabit
afflict,makasakit
afflicted,nagdadalamhati
afflicting,nagpapahirap
affliction,lungkot
afflictions,kapighatian
affluence,kasaganaan
affluent,mayaman
afflux,dagsa
afford,makaya
affordability,abot-kaya
affordable,abot-kayang
afforded,bigyan
afforestation,pagtatanim ng gubat
affright,takot
affront,paghamak
afghani,apgano
Afghanistan,Apganistan
afield,nasa ibang bansa
afire,nasusunog
aflame,nagliliyab
afloat,nakalutang
afoot,nang lakad
afore,nauuna
aforementioned,nabanggit
aforesaid,nabanggit
aforethought,sinadya
aforetime,noong unang panahon
afraid,natatakot
afresh,muli pa
africans,Aprikano
afstand,sa layo
aft,popa
after,pagkatapos
aftercare,pagtatapos ng pagpapagaling
afterglow,paglubog ng araw
afterlife,Kabilang buhay
aftermath,resulta
afternoon,hapon
afternoons,hapon
aftershocks,aftershock
aftertaste,kaunting lasang natira sa bibig
afterthought,nahuling isip
afterward,pagkatapos
afterwards,pagkatapos
again,muli
against,laban sa
agape,nakatunganga
agate,agata
age,edad
aged,matanda
ageing,pag-iipon
ageless,hindi tumatanda
agencies,ahensya
agency,ahensiya
agenda,adyenda
agendas,agenda
agens,ahensiya na nagpapatakbo
agent,ahente
agents,ahente
ages,edad
agglomeration,pagtitipon
agglutinative,aglutinatibo
aggrandisement,pagpapalakas
aggrandize,magpalakas
aggrandizement,pagpapalakas
aggravate,magpalubha
aggravated,pinalubha
aggravating,nagpapalubha
aggravation,paglala
aggregate,pinagsama-samang
aggregated,pinagsama-samang
aggregates,Pinagsasama-sama
aggregating,pinagsasama-sama
aggregation,pagsasama-sama
aggression,pagsalakay
aggressive,agresibo
aggressively,agresibo
aggressiveness,handulong
aggressors,mananalakay
aggrieved,agrabyado
aghast,takot
agile,maliksi
agility,liksi
aging,pag-iipon
agitate,makabagabag
agitated,nabalisa
agitation,pagtatalo
agitator,manunulsol
agleam,kumikislap
aglow,kumikinang
agnostic,agnostiko
agnosticism,agnostisismo
agog,sabik na sabik
agonise,maghirap sa sakit
agonised,agonized
agonising,naghihirap sa sakit
agonisingly,agonizingly
agonizing,naghihirap sa sakit
agony,matinding paghihirap
agoraphobia,takot sa kalawakan
agrarian,agraryo
agree,sumang-ayon
agreeable,sang-ayon
agreeableness,hiyang
agreeably,nakalulugod
agreed,sumang-ayon
agreeing,sumasang-ayon
agreement,kasunduan
agreements,kasunduan
agrees,Sumasang-ayon ang
agricultural,agrikultura
agriculturalist,magsasaka
agriculture,agrikultura
agriculturist,magsasaka
agronomist,agronomo
agronomy,agronomya
aground,nakasadsad
ague,malarya
ahead,nauuna
aid,tulong
aide,pangalawa
aided,nakatulong
aiding,pagtulong
aiguille,taluktok
ail,may sakit
aileron,eleron
aileth,ipinakikialam
ailing,may sakit
ailment,karamdaman
ailments,karamdaman
aim,layunin
aimed,naglalayong
aiming,pagpuntirya
aimless,walang layon
aims,Nilalayon
air,himpapawid
airbase,himpilan ng eruplano ng hukbong panghimpapawid
airborne,nasa eruplano
airconditioner,air conditioner
aircraft,mga sasakyang panghimpapawid
aired,naisahimpapawid
airfield,palapagan
airflow,daloy ng hangin
airforce,Hukbong panghimpapawid
airily,magandang kumikilos
airiness,magandang bikas
airing,pagpapahangin
airless,walang hihip ng hangin
airlift,panghimpapawid na tulay
airline,kompanya ng eroplano
airlock,erlok
airmail,ermeyl
airplane,eruplano
airport,paliparan
airports,paliparan
airraid,pananalakay ng eruplano
airs,maisahimpapawid
airsickness,panghimpapawid na sakit
airspace,putok
airstrip,eirstrip
airtight,hindi mapapasukan ng hangin
airway,panghimpapawid na daan
airworthy,karapat-dapat sa paglipad
airy,mahangin
aisle,pasilyo
ajar,nakakawang
akimbo,nakapamaywang
alabaster,alabastro
alacrity,kaluwagan ng loob
alarm,alarma
alarmed,Nababahala
alarming,may alarma
alarmist,alarmista
alarms,mga alarma
alarum,hudyat ng alarma
alas,Naku
Albanian,Albanes
albeit,kahit na
albino,anak-araw
albumin,puti ng itlog
albuminous,ng albumina
albums,album
alchemist,alkimiko
alchemy,alkimya
alcohol,alkohol
alcoholic,may alkohol
alcoholism,alkoholismo
alcove,alkoba
alderman,konsehal
alehouse,pab
alembic,eylembiko
alert,alerto
alerted,inalertuhan
alerting,inaalerto
alertness,agap
alerts,alerto
Alexandrians,Alexandria
alfalfa,alpalpa
algebra,alhebra
alias,palayaw
aliases,alias
alibi,dahilan
alien,dayuhan
alienate,magpalayo ng damdamin
alienated,hiwalay
alienation,pagpapalayo ng damdamin
aliens,dayuhan
alight,nagniningas
alighted,Bumaba
alighting,pagbaba
align,ihanay
aligned,hile-hilera
aligning,pagpapantay
alignment,pagkakahanay
alike,magkamukha
aliment,pagkain
alimentary,pampagkain
alimony,sustento
aline,magpantay
aliquot,elikwot
alive,buhay
alkaline,alkalina
alkaloid,alkaloyde
all,lahat
alla­,alla
Allah,Ala
allay,sumugpo
allegation,paninindigan
allegations,paratang
allege,magdahilan
alleged,di-umano'y
allegedly,sa paninindigan ng
allegiance,katapatan
alleging,nagpaparatang
allegorical,alegoriko
allegory,alegorya
allerent,all\xc3\x83\xc2\xa8rent
allergen,alerdyen
alleviate,magpakalma
alleviation,pagpapabawa
alley,makipot na daan
alleys,alley
alliance,alyansa
allied,magkakatulad
allies,kaalyado
alligator,buwaya
Allis,Lahat ay
alliteration,aliterasyon
allocate,maglaan
allocated,inilalaan
allocating,paglaan
allocation,laang-gugulin
allocations,alokasyon
allot,mag-ukol
allotment,pamamahagi
allotted,inilaang
allow,payagan
allowable,pinapahintulutan
allowance,rasyon
allowances,rasyon
allowed,pinapayagan
allowing,na nagpapahintulot sa
allows,Binibigyang-daan
alloy,gawin ang haluang metal
allspice,olspays
Allt,Lahat T
allude,magparinig
alluded,Tinukoy
allure,gayuma
allurement,pag-akit
alluring,nakatutukso
allusion,parunggit
allusive,may parunggit
alluvial,naaanod
ally,kapanalig
almanac,almanake
almighty,makapangyarihan sa lahat
almond,pili
almonds,mga almendras
almost,halos
alms,limos
aloe,eloe
aloes,maberdeng kulay
aloft,nasa itaas
alone,nag-iisa
along,sa tabi
alongside,sa tabi
aloof,malayo
aloofness,paglalayo
aloud,malakas
alp,mataas na bundok
alpaca,alpaka
alphabet,alpabeto
alphabetic,pang-abakada
alphabetical,pang-abakada
alphabetically,ayon sa abakada
alphabets,mga titik
already,na
alright,tama
Alsatian,Elsasyan
also,din
altars,dambana
alter,baguhin
alteration,pagbabago
alterations,Alterasyon
altercate,magtalo
altercation,pagtatalo
altered,binago
altering,binabago
alternate,alternatibo
alternated,salitan
alternately,halili
alternates,mga kahalili
alternation,paghahalili
alternatively,Bilang kahalili
alternatives,alternatibo
alternator,olterneytor
alters,Binabago
although,bagaman
altimeter,altimetro
top,taas
altitudes,kabundukan
alto,kontralto
altogether,kabuuan
altruism,altruismo
altruist,altruista
altruistic,mapagkaloob
alum,tawas
aluminium,aluminyo
aluminum,aluminyo
alumnus,nagtapos sa isang paaralan
alveolar,may selula
alway,palagi
always,palagi
amain,sa lahat ng lakas
amalgamate,pag-isahin
amalgamated,pinag-isa
amalgamation,pag-iisa
Aman,Isang lalaki
amanuensis,takigrapo
amass,tipunin
amateur,baguhan
amateurish,baguhan
amatory,mapagmahal
amaze,humanga
amazed,nagtaka nang labis
amazement,paghanga
Amaziah,Amasias
amazing,kagulat-gulat
amazon,birago
amb,may imahe
ambassador,ambasador
ambassadorial,ng mga embahador
amber,ambar
ambergris,embegris
ambidextrous,mahusay ang kamay
ambience,kapaligiran
ambient,pumapaligid
ambiguity,kalabuan
ambiguous,hindi maliwanag
ambit,mga saklaw
ambition,ambisyon
ambitions,ambisyon
ambitious,mapaghangad
ambivalence,pagtitigalawa ng mga damdamin
ambivalent,pinagtigalawa
amble,embel
ambler,nag-eembel
ambulance,ambulansya
ambulances,ambulansya
for,para
ambuscade,tambangan
ambush,tambangan
ambushers,bakay
ambushes,pananambang
ameliorate,magpaunlad
amelioration,pagpapabuti
he/she,siya
amenability,pagsunod
amenable,palasunod
amend,baguhin
amendable,may kakayahan sa pagsususog
amended,sinususugan
amendment,susog
amendments,susog
amends,bayad-pinsala
american,amerikano
Americanism,Amerikanismo
americans,Amerikano
amethyst,amatista
amiability,pagkamabait
amiable,magiliw
amicability,pagkamabait
amicable,mapayapa
amid,sa gitna ng
amidships,sa gitna ng bapor
amidst,sa gitna ng
amines,mga amin
amir,emir
amiss,mali
amity,pagkakasundo
ammeter,amperimetro
ammo,munisyon
ammonia,amonya
ammunition,mga sandata
amnesia,amnesya
amnesty,indulto
amoeba,amiba
amok,huramentado
among,sa gitna ng
amongst,sa gitna ng
Amorites,Amorrheo
amorous,mapagmahal
amorphous,walang hugis
amortisation,pamamagitan ng mga hulog
amortised,amortized
amount,dami
amounted,umabot
amounts,mga halaga
amour,pag-iibigan
ampere,amper
ampersands,ampersand
amphibia,ampibyo
amphibian,ampibyo
amphibious,maaaring mabuhay sa lupa o sa tubig
amphitheater,ampiteatro
amphitheatre,ampiteatro
ample,sapat
amplest,pakikipag
amplification,paglaki
amplify,palakasin
amplitude,malawak
amply,labis
amputate,putulin
amputated,pinutol
amputation,pagputol
amuck,huramentado
amulet,anting-anting
amuse,magpatawa
amused,nilibang
amusement,dibersiyon
amusing,nakakatawa
an,isang
ana,katipunan ng mga anekdota
anaemia,anemya
anaemic,anemiko
anaesthesia,kawalan ng pakiramdam
anaesthetic,pampamanhid
anaesthetics,pampamanhid
anaesthetised,anestesya
anaesthetist,anestesista
anaesthetists,anesthetists
analogical,nababatay sa pagkakatulad
analogous,analogo
analogy,pagkakatulad
analyse,suriin
analysed,Nasuri
analyser,analisador
analysers,analyzers
analyses,pinag-aaralan
analysing,pag-aaral
analysis,pagsusuri
analysts,analyst
analytic,analitiko
analyze,suriin
analyzed,Nasuri
analyzing,pag-aaral
ananas,pinya
anarchy,kawalan ng pamahalaan
anathema,sumpa
anatomic,pangkatawan
anatomical,pangkatawan
anatomist,anatomista
anatomy,anatomya
ancestor,ninuno
ancestors,ninuno
ancestral,minamana
ancestry,lipi
anchor,angkla
anchorage,daong
anchored,iniduong
anchoring,angklahe
anchorite,ermitanyo
anchors,anchor
anchovies,bagoong
anchovy,dulis
ancient,sinauna
anciently,noong unang panahon
ancients,antigong mundo
ancillary,mababa
and,at
Andover,At tapos
anecdotal,hindi-maaasahang
anecdote,anekdota
anemia,anemya
anemic,anemiko
anemone,anemona
anemones,anemone
anew,nang panibago
angel,anghel
angelic,angheliko
angelica,Anhelika
angelus,anghelus
anger,galit
angered,ikinagalit
angina,anghina
angle,anggulo
angler,mamimingwit
angles,anggulo
anglican,Anglikano
angling,pamimingwit
angola,Anggola
angrily,pagalit
angry,nagagalit
anguish,dalamhati
angular,anggular
angularity,pagkaroon ng mga anggulo
anhydrous,walang tubig
anil,enil
aniline,anilina
animadversion,pagpula
animal,hayop
animals,hayop
animate,bigyang-buhay
animation,animasyon
animations,animation
animators,animator
animism,animismo
animosity,malaking poot
anise,anis
aniseed,anis
ankara,Angkara
ankle,bukung-bukong
anklet,pulseras sa paa
annals,mga salaysay
anneal,magsubo
annealing,pagsusubo
annees,ann\xc3\x83\xc2\xa9es
annex,magdugtong
annexation,pagsasanib
annexe,dugtong
annexed,isanib
annihilate,mapuksa
annihilated,nilipol
annihilation,paglipol
anniversaries,anibersaryo
anniversary,anibersaryo
annotated,nalagyan ng annotation
annotations,anotasyon
announce,ipahayag
announced,inihayag
announcement,anunsyo
announcements,anunsyo
announcer,tagapagbalita
announces,Nag-aanunsyo
announcing,hayag
annoy,mangyamot
annoyance,pagkayamot
annoyed,inis
annoyer,tagasuya
annoying,nakakainis
annual,taunan
annualised,annualized
annually,taun-taon
annuity,kinikita sa isang taon
annul,magpawalang-bisa
annular,sa hugis ng bilog
annulled,pinawalang-bisa
annulling,napapawi
annulment,pagpapawalang-bisa
annum,isang taon
annunciation,pagpapahayag
anode,anod
anodyne,anodino
anoint,magpahid
anointed,pinahiran ng langis
anointing,Pagpapahid
anomalies,anomalya
anomalous,iregular
anomaly,anomalya
anonymity,pagkawala ng lagda
anonymously,hindi nagpapakilala
anorexia,pagkawala ng gana
another,isa pa
Answ,Sagot pag
answer,sagot
answerable,masasagot
answered,sumagot
answerer,sagot ang
answereth,sumasagot
answers,sagot
ant,langgam
antagonise,sumalungat
antagonised,antagonized
antagonising,antagonizing
antagonism,kagalitan
antagonist,kalaban
antagonistic,magkagalit
anteater,ant-bear
antecedent,nauuna
antecedents,pinagmulan
antechamber,ante-sala
antedate,mangyari muna
antediluvian,antedilubyano
antelope,antilope
antenatal,ng matris
antenna,antena
antennas,antenna
anterior,nauuna
anteroom,ante-sala
anthem,awit
anthems,awit
anther,anter
anthology,antolohiya
anthrax,antraks
anthropoid,antropoyde
anthropological,antropolohiko
anthropologist,antropologo
anthropology,antropolohiya
anthropomorphic,antropomorpiko
anthropomorphism,antropomorpismo
antibiotic,antibyotiko
antic,komiko
Antichrist,Antikristo
anticipate,mauna
anticipated,inaasahang
anticipating,inaasam
anticipation,pag-asa
anticipatory,pauna
anticlimax,paghulaw
anticlockwise,paikot sa kaliwa
antics,mga kalokohan
anticyclone,antisiklon
antidote,panlunas
antimony,antimonyo
antipathetic,mainis
antipathy,pagkainis
antipodes,antipodas
antiquarian,antikwaryo
antiquary,antikwaryo
antiquated,lipas na
antique,makaluma
antiques,Mga Antigo
antiquities,mga bagay na antigo
antiquity,unang panahon
antiseptic,antiseptiko
antisocial,antisosyal
antithesis,kabaligtaran
antithetic,antitetiko
antithetical,antitetiko
antler,sungay ng usa
antlion,antlayon
antonym,antonim
ants,langgam
anvil,palihan
anxieties,kabalisahan
anxiety,balisa
anxious,balisa
anxiously,balisa
any,anumang
anybody,kahit sino
anyhow,sa papaano mang paraan
anyone,sinuman
anyplace,kahit saan
anything,anumang bagay
anyway,gayon pa man
anywhere,kahit saan
anywise,sa ano't ano man
aortic,ng aorta
apace,pabilis
apart,hiwalay
apathetic,walang sigla
apathy,kawalang-interes
ape,unggoy
apeman,eipman
Apennines,Apeninas
apercu,Aper\xc3\x83\xc2\xa7u
aperitif,aperitiw
aperitifs,aperitif
aperture,siwang
apex,tugatog
aphasia,pagkawala ng katangiang makapagsalita
aphid,dapurak
aphorism,talinghaga
aphoristic,panalinghaga
aphrodisiac,pampalibog
Aphrodite,Aprodita
apian,ng pukyutan
apiarist,tagapag-alaga sa mga pukyutan
apiary,abehera
apiece,isang piraso
apis,pukyutan
apish,katulad ng bakulaw
aplenty,marami
aplomb,tiwala sa sarili
apnoea,apnea
apocalypse,pahayag
apocryphal,apokripiko
apogee,kasukdulan
apologetic,humihingi ng tawad
apologia,apolohiya
apologies,pasensiya
apologise,humingi ng tawad
apologised,humingi ng tawad
apologises,Humihingi ng paumanhin
apologising,apologizing
apologist,tagapagtanggol
apologists,tagapagtanggol
apologize,humingi ng tawad
apologized,humingi ng tawad
apology,paghingi ng tawad
apoplectic,apopletiko
apoplexy,apopleksya
apostasy,lubusang pagtalikod sa relihiyon
apostate,taong ganap na tumalikod
apostle,apostol
apostles,apostol
apostolate,apostolado
apostolic,apostoliko
apostolical,apostoliko
apostrophe,kudlit
apotheosis,pagpupuri
appal,mangilabot
appall,makapanlumo
appalling,nakapanlulumo
appallingly,katakut-takot
apparatus,patakaran ng pamahalaan
apparel,damit
apparent,maliwanag
apparently,sa malas
apparition,multo
appeal,apela
appealed,nag-apela
appealing,sumasamo
appeals,apila
appear,lumitaw
appearance,hitsura
appearances,hehe
appeared,lumitaw
appeareth,napakita
appearing,lumilitaw
appears,Lumilitaw
appease,maglubag
appeased,pinalamig
appeasement,pagpapayapa
appellant,umaapela
appellate,sa paghahabol
appellation,pangalan
append,ilakip
appendage,dagdag
appended,nakadugtong
appendicitis,apendisitis
appendix,apendiks
appends,Ikinakabit
appertain,matungod
appetiser,pampagana
appetising,pampagana
appetit,gana
appetite,gana
